"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Kalita H.; Thangavelautham J.","Kalita, Himangshu (57193774779); Thangavelautham, Jekan (57203231620)","57193774779; 57203231620","Multirobot cliff climbing on low-gravity environments","2017","2017 NASA/ESA Conference on Adaptive Hardware and Systems, AHS 2017","","","8046387","261","268","7","10","10.1109/AHS.2017.8046387","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032950418&doi=10.1109%2fAHS.2017.8046387&partnerID=40&md5=7902e7fa140e5c14d02c12451e1c6e4f","adaptation; climbing; extreme environment; multirobot system; reconfigurability","Computer hardware; Computer integrated manufacturing; Hardware; Industrial robots; Landforms; Moon; NASA; Robots; adaptation; climbing; Extreme environment; Multi-robot systems; Reconfigurability; Liquid sloshing","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85032950418"
"Yang S.; Zhang Y.; Cui J.; Qin D.; Wang Y.; Ge P.; Luo J.; Guan D.; Zheng Y.","Yang, Shuo (55571475500); Zhang, Yupeng (58033256200); Cui, Jie (57768185300); Qin, Daocheng (57767211100); Wang, Yuhang (58535010100); Ge, Pushi (58896144400); Luo, Jintao (58894831000); Guan, Duojiao (58895482700); Zheng, Yunyi (58895703700)","55571475500; 58033256200; 57768185300; 57767211100; 58535010100; 58896144400; 58894831000; 58895482700; 58895703700","Influence of gravitational tilt on the thermocapillary convection in a non-axisymmetric liquid bridge","2024","New Journal of Physics","26","2","023028","","","","0","10.1088/1367-2630/ad25a7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185476396&doi=10.1088%2f1367-2630%2fad25a7&partnerID=40&md5=7c7eb291cdce05d8d1107fd0c99fd26d","gravitational tilt; interfacial energy instability; non-axisymmetric liquid bridge; thermocapillary convection","Acceleration; Capillary flow; Flow velocity; Heat convection; Image recognition; Microgravity; Microgravity processing; Vortex flow; Axisymmetric; Cellular flow; Energy instabilities; Gravitational tilt; Interfacial energy instability; Liquid bridge; Longitudinal velocity; Non-axisymmetric liquid bridge; Thermocapillary convection; Vortex cores; High speed cameras","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85185476396"
"Zhaojun J.","Zhaojun, Jin (57204638713)","57204638713","MICROGRAVITY FLUID PHYSICS RESEARCH PLANNING FOR SPACE AND GROUND APPLICATIONS","2021","Proceedings of the International Astronautical Congress, IAC","A2","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127404403&partnerID=40&md5=b7dcaf865a2ba9a04572fa617d809d62","","Diagnosis; Heat transfer; Industrial research; Liquid sloshing; Microgravity; Microgravity processing; Non Newtonian flow; Non Newtonian liquids; Phase interfaces; Phase separation; Sols; Space stations; Transport properties; Application research; Biological fluids; Film formations; Fluid films; Fluid Physics; ITS applications; Microgravity fluid; Physics research; Research planning; Research topics; Thin films","Conference paper","Final","","Scopus","2-s2.0-85127404403"
"Skelton P.C.; Lane J.W.; George T.L.; Claybrook S.W.","Skelton, P.C. (57191055892); Lane, J.W. (57217549803); George, T.L. (7202598119); Claybrook, S.W. (6505722394)","57191055892; 57217549803; 7202598119; 6505722394","Verification and Validation of Transient Body Force in GOTHIC for Spent Fuel Pool Response to Seismic Events and Other Applications","2022","Nuclear Technology","208","1","","49","69","20","1","10.1080/00295450.2020.1870862","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105461571&doi=10.1080%2f00295450.2020.1870862&partnerID=40&md5=509358e3d1e78d9e2bfb3f929e1f23dc","GOTHIC; seismic response; spent fuel pool; surface wave dynamics","Benchmarking; Computational fluid dynamics; Earth atmosphere; Earthquakes; Extraterrestrial atmospheres; Fluids; Fuels; Gravitation; Hydrodynamics; Moon; Plant shutdowns; Space stations; Spent fuels; Structural integrity; Surface waves; Water levels; Computational Fluid Dynamics codes; Extraterrestrial bodies; Gravitational constant; Multidimensional effects; Structural integrity analysis; Surface wave formations; U.S. Nuclear Regulatory Commission; Verification-and-validation; Architecture","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85105461571"
"Vairamani M.; Duraisamy V.V.; Kulkarni M.; Gangadharan S.; Kirk D.R.; Wilde M.; Sathyanarayan D.; Somanath N.","Vairamani, Manikandan (57194063966); Duraisamy, Vijay Vishal (57201325311); Kulkarni, Mandar (7202901324); Gangadharan, Sathya (7003289596); Kirk, Daniel R. (35786264300); Wilde, Markus (56042467900); Sathyanarayan, Deepak (36492138200); Somanath, Nagendra (56064127800)","57194063966; 57201325311; 7202901324; 7003289596; 35786264300; 56042467900; 36492138200; 56064127800","Stability analysis of a novel on-orbit propellant storage and transfer system","2018","Space Flight Mechanics Meeting, 2018","","","","","","","1","10.2514/6.2018-0210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141632222&doi=10.2514%2f6.2018-0210&partnerID=40&md5=ba5d7c85ec800d6888018fd67db31b82","","Earth (planet); Interplanetary flight; Liquid sloshing; Space research; Spacecraft propulsion; System stability; Tanks (containers); Distance space; Interplanetary space; Large amounts; On orbit; Propellant storage systems; Space missions; Space travel; Space vehicles; Stability analyze; Transfer systems; Orbits","Conference paper","Final","","Scopus","2-s2.0-85141632222"
"Pandolfini P.; Loglio G.; Ravera F.; Liggieri L.; Kovalchuk V.I.; Javadi A.; Karbaschi M.; Krägel J.; Miller R.; Noskov B.A.; Bykov A.G.","Pandolfini, P. (6701761508); Loglio, G. (7004387699); Ravera, F. (7003601085); Liggieri, L. (7003312205); Kovalchuk, V.I. (56819218500); Javadi, A. (55485159500); Karbaschi, M. (35329892300); Krägel, J. (23067849900); Miller, R. (8091118200); Noskov, B.A. (7003374408); Bykov, A.G. (25647160300)","6701761508; 7004387699; 7003601085; 7003312205; 56819218500; 55485159500; 35329892300; 23067849900; 8091118200; 7003374408; 25647160300","Dynamic properties of Span-80 adsorbed layers at paraffin-oil/water interface: Capillary pressure experiments under low gravity conditions","2017","Colloids and Surfaces A: Physicochemical and Engineering Aspects","532","","","228","243","15","6","10.1016/j.colsurfa.2017.05.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019203617&doi=10.1016%2fj.colsurfa.2017.05.012&partnerID=40&md5=b14783905923cd7e020561f7cf0b4dca","Adsorption layer; Diffusion-controlled adsorption; Dynamic interfacial tension; Interfacial dilational viscoelasticity; Sorbitan monooleate; Span-80; Water/paraffin-oil interface","Adsorption; Capillarity; Capillary flow; Capillary tubes; Diffusion; Frequency domain analysis; Liquid sloshing; Paraffin oils; Paraffins; Space stations; Viscoelasticity; liquid paraffin; sorbitan oleate; Adsorption layer; Diffusion controlled; Dilational viscoelasticity; Dynamic interfacial tension; Sorbitan monooleate; Span-80; adsorption; adsorption kinetics; Article; capillary pressure; comparative study; hydrodynamics; hydrostatic pressure; microgravity; oscillation; priority journal; surface tension; thermodynamics; ultraviolet radiation; viscoelasticity; Dynamics","Article","Final","","Scopus","2-s2.0-85019203617"
"Ho Yang S.; Sik Kim Y.; Dagalakis N.G.; Wang Y.","Ho Yang, Seung (7406951671); Sik Kim, Yong (57222483319); Dagalakis, Nicholas G. (7003819717); Wang, Yicheng (36520001400)","7406951671; 57222483319; 7003819717; 36520001400","Flexible assemblies of electrocapacitive volume tomographic sensors for gauging fuel of spacecraft","2021","Journal of Spacecraft and Rockets","58","2","","499","504","5","3","10.2514/1.A34747","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102784110&doi=10.2514%2f1.A34747&partnerID=40&md5=087217d8d86a0912bdadfd99dcbd3788","","Electric connectors; Fuels; Heat transfer; Image reconstruction; Propellants; Tomography; Commercial printers; Electric connections; Low-gravity condition; National Institute of Standards and Technology; Three-dimensional shape; Tomographic sensors; Tomography sensors; Volumetric reconstruction; Spacecraft propulsion","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85102784110"
"Behruzi P.; Hunt A.; Foster-Turner R.","Behruzi, Philipp (16318322900); Hunt, Andrew (12766698400); Foster-Turner, Richard (57204503725)","16318322900; 12766698400; 57204503725","Evaluation of liquid sloshing using electrical capacitance tomography","2020","AIAA Propulsion and Energy 2020 Forum","","","","1","14","13","5","10.2514/6.2020-3804","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091300993&doi=10.2514%2f6.2020-3804&partnerID=40&md5=52a5f8bd8db597c8083f050a8fe38e41","","Capacitance; Cryogenic liquids; Electric impedance tomography; Explosives; Liquefied gases; Liquid sloshing; Microgravity; Microgravity processing; Permittivity; Propellants; Space flight; Tanks (containers); Conducting plates; Cryogenic propellant; Electrical Capacitance Tomography; Liquid hydrogens; Liquid volume fraction; Measurement system; Potential technologies; System health monitoring; Spacecraft propulsion","Conference paper","Final","","Scopus","2-s2.0-85091300993"
"Chen S.; Chen S.; Wu D.; Duan L.; Liu X.; Zhao X.; Zha P.; Yang C.; Hu L.; Wang J.; Zhao Y.; Yin Y.; Kang Q.","Chen, Shuyang (58505146300); Chen, Shangtong (57206736279); Wu, Di (54879730000); Duan, Li (55264071800); Liu, Xiaozhong (58865115200); Zhao, Xilin (58865474700); Zha, Pu (59176984200); Yang, Chao (57207279709); Hu, Liang (56398802500); Wang, Jia (56755059400); Zhao, Yifan (58581581900); Yin, Yongli (57208136441); Kang, Qi (56402687800)","58505146300; 57206736279; 54879730000; 55264071800; 58865115200; 58865474700; 59176984200; 57207279709; 56398802500; 56755059400; 58581581900; 57208136441; 56402687800","Study on Liquid Climbing Behavior During Filling Process in Tank Models Aboard the Chinese Space Station","2024","Microgravity Science and Technology","36","4","36","","","","0","10.1007/s12217-024-10123-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196295783&doi=10.1007%2fs12217-024-10123-x&partnerID=40&md5=753142c92c6a106366af9c7259ee354d","Capillary driven flows; Chinese Space Station; Microgravity; Plate type tank","Contact angle; Efficiency; Microgravity processing; Propellants; Space stations; Surface tension; Tanks (containers); Capillary-driven flows; Chinese space station; Filling process; Fluid transfer; Liquid contact; Plate type tank; Plate-Type; Propellant tank; Space missions; Tank models; Microgravity","Article","Final","","Scopus","2-s2.0-85196295783"
"Bourdelle A.; Burlion L.; Biannic J.-M.; Evain H.; Moreno S.; Pittet C.; Dalmon A.; Tanguy S.; Ahmed-Ali T.","Bourdelle, A. (57016817700); Burlion, L. (14035100800); Biannic, J.-M. (55887607000); Evain, H. (56352939400); Moreno, S. (55810237300); Pittet, C. (6701578659); Dalmon, A. (57202605518); Tanguy, S. (15752159800); Ahmed-Ali, T. (6602927309)","57016817700; 14035100800; 55887607000; 56352939400; 55810237300; 6701578659; 57202605518; 15752159800; 6602927309","Towards new controller design oriented models of propellant sloshing in observation spacecraft","2019","AIAA Scitech 2019 Forum","","","","","","","8","10.2514/6.2019-0115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083944833&doi=10.2514%2f6.2019-0115&partnerID=40&md5=7fdedec5f2c8f50dbad3ba2dcae7781b","","Attitude control; Computational fluid dynamics; Fluidics; Propellants; Space flight; Spacecraft; Attitude maneuver; Controller designs; In-situ experiments; On-board propellants; Robust attitude controller; Sloshing dynamics; Space missions; Spacecraft model; Spacecraft propulsion","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85083944833"
"Chen S.; Wu D.; Li W.; Ding F.; Kang Q.; Li Y.","Chen, Shangtong (57206736279); Wu, Di (54879730000); Li, Wen (57208249355); Ding, Fenglin (55378601100); Kang, Qi (56402687800); Li, Yong (57192529568)","57206736279; 54879730000; 57208249355; 55378601100; 56402687800; 57192529568","Capillary Phenomena in Tubes Under Microgravity","2023","Brazilian Journal of Physics","53","5","135","","","","3","10.1007/s13538-023-01328-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167442156&doi=10.1007%2fs13538-023-01328-3&partnerID=40&md5=b40e2adf6ebf9d6f178dbbb5f4b570f6","Capillary phenomena; Microgravity; Shooting method; Tubes","","Article","Final","","Scopus","2-s2.0-85167442156"
"Marcum J.W.; Ferkul P.V.; Olson S.L.","Marcum, Jeremy W. (57202543257); Ferkul, Paul V. (6507929703); Olson, Sandra L. (7202063336)","57202543257; 6507929703; 7202063336","PMMA rod stagnation region flame blowoff limits at various radii, oxygen concentrations, and mixed stretch rates","2019","Proceedings of the Combustion Institute","37","3","","4001","4008","7","7","10.1016/j.proci.2018.05.081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050917972&doi=10.1016%2fj.proci.2018.05.081&partnerID=40&md5=35ba452fe1dc1815f146ffce3cb8390a","Blowoff; Oxygen concentration; PMMA rods; Stagnation region; Stretch rate","Flammability; Flow velocity; Geometry; Liquid sloshing; Microgravity; Microgravity processing; Space stations; Blowoff; Oxygen concentrations; PMMA rods; Stagnation regions; Stretch rate; Oxygen","Article","Final","","Scopus","2-s2.0-85050917972"
"Deng M.; Yue B.","Deng, Mingle (55617312600); Yue, Baozeng (8227808100)","55617312600; 8227808100","Attitude tracking control of flexible spacecraft with large amplitude slosh","2017","Acta Mechanica Sinica/Lixue Xuebao","33","6","","1095","1102","7","15","10.1007/s10409-017-0700-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026524473&doi=10.1007%2fs10409-017-0700-9&partnerID=40&md5=7902742d51ef25c01ba6b902649a0dbb","Adaptive sliding mode control; Attitude tracking; Dynamic coupling; Flexible spacecraft; Large amplitude liquid slosh","Adaptive algorithms; Aerospace vehicles; Controllers; Flexible spacecraft; Liquid propellants; Liquids; Navigation; Sliding mode control; Spacecraft propulsion; Structural dynamics; Adaptive sliding mode control; Asymptotically stable; Attitude tracking; Attitude tracking control; Dynamic couplings; Large amplitude; Spacecraft attitude dynamics; Structural vibrations; Tracking (position)","Article","Final","","Scopus","2-s2.0-85026524473"
"Seweryn K.","Seweryn, Karol (8601094600)","8601094600","The New Concept of a Sampling Device Driven by Rotary Hammering Actions","2016","IEEE/ASME Transactions on Mechatronics","21","5","7442574","2477","2489","12","9","10.1109/TMECH.2016.2547640","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983528567&doi=10.1109%2fTMECH.2016.2547640&partnerID=40&md5=07da1fc9a56c92de9a20ba8869717a03","Operations in microgravity environment; sample return space missions; sampling devices; space exploration","Interplanetary flight; Landing; Liquid sloshing; Space flight; Space research; Extraterrestrial material; Mechanical interactions; Microgravity environments; Sampling devices; Scientific investigation; Space explorations; Space missions; Terrestrial environments; Gravitation","Article","Final","","Scopus","2-s2.0-84983528567"
"Kuettel D.H., III; McMahon J.W.; Vanzella A.; Van Den Broeck M.","Kuettel, Donald H. (57196024953); McMahon, Jay W. (35264616900); Vanzella, Alessandro (57196017413); Van Den Broeck, Michael (57196025755)","57196024953; 35264616900; 57196017413; 57196025755","An analysis of low-thrust orbital maneuvers around small bodies","2017","Advances in the Astronautical Sciences","160","","","285","303","18","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031006474&partnerID=40&md5=b36e409d6b9bade918440275f83f335f","","Asteroids; Gravitation; Liquid sloshing; Propulsion; Space flight; Spacecraft propulsion; Chemical thruster; Low gravity; Low gravity environment; Low-thrust propulsion; Orbital characteristics; Orbital maneuvers; Small bodies; Test Environment; Orbits","Conference paper","Final","","Scopus","2-s2.0-85031006474"
